,tax_year,academic_year,YAG,sex,subject_name,provider_name,earnings_median,earnings_LQ,earnings_median,earnings_UQ
33510,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,31000,25600,31000,41700
33511,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,,,,
33512,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,29200,18600,29200,43100
33513,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,26600,20100,26600,35800
33514,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,27400,18600,27400,36100
33515,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,27000,21200,27000,32100
33516,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,29900,23700,29900,37200
33517,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,31000,22300,31000,35000
33518,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,,,,
33519,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,26600,10900,26600,33200
33520,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,29600,20800,29600,40900
33521,2018/2019,2014/2015,3,Female + male,Total,The University of Edinburgh,26300,19700,26300,33600
33522,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,,,,
33523,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,19700,14600,19700,23400
33524,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,22300,16800,22300,29200
33525,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,27000,20800,27000,33600
33526,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,,,,
33527,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,c,c,c,c
33528,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,23900,17200,23900,28000
33529,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,c,c,c,c
33530,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,c,c,c,c
33531,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,25900,18600,25900,32200
33532,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,23000,15000,23000,27400
33533,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,c,c,c,c
33534,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,21500,16800,21500,28100
33535,2018/2019,2014/2015,3,Female + male,Total,The University of Essex,23900,16400,23900,27400
33536,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,c,c,c,c
33537,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,29400,22600,29400,40900
33538,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,29000,23400,29000,35800
33539,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,32100,26300,32100,42000
33540,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,c,c,c,c
33541,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,c,c,c,c
33542,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,26300,17500,26300,36500
33543,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,c,c,c,c
33544,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,29700,20800,29700,40200
33545,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,28500,22600,28500,35800
33546,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,25200,19300,25200,32100
33547,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,,,,
33548,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,25400,20500,25400,32500
33549,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,27700,21500,27700,35800
33550,2018/2019,2014/2015,3,Female + male,Total,The University of Exeter,29600,19000,29600,32100
33551,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,c,c,c,c
33552,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,28800,26600,28800,37600
33553,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,30800,21500,30800,38700
33554,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,30300,24500,30300,39100
33555,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,,,,
33556,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,29200,24800,29200,38700
33557,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,28800,23000,28800,36100
33558,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,31400,22300,31400,39800
33559,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,27400,20800,27400,33200
33560,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,27700,20400,27700,33900
33561,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,30100,20800,30100,36600
33562,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,c,c,c,c
33563,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,31400,24500,31400,38300
33564,2018/2019,2014/2015,3,Female + male,Total,The University of Glasgow,32800,22600,32800,44500
33565,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,c,c,c,c
33566,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,21700,16800,21700,33900
33567,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,25600,20400,25600,30300
33568,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,25900,18600,25900,31800
33569,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,,,,
33570,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,c,c,c,c
33571,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,22800,20500,22800,32900
33572,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,c,c,c,c
33573,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,c,c,c,c
33574,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,24800,18900,24800,32100
33575,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,19700,16400,19700,26600
33576,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,c,c,c,c
33577,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,c,c,c,c
33578,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,21000,17500,21000,29900
33579,2018/2019,2014/2015,3,Female + male,Total,The University of Greenwich,19700,15300,19700,25900
33580,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,,,,
33581,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,20400,16400,20400,28100
33582,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,22600,18600,22600,28800
33583,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,28500,22600,28500,35400
33584,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,,,,
33585,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,19900,13900,19900,28800
33586,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,21200,16800,21200,25600
33587,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,c,c,c,c
33588,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,c,c,c,c
33589,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,24500,19000,24500,32800
33590,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,19300,10200,19300,31400
33591,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,c,c,c,c
33592,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,23400,19000,23400,28100
33593,2018/2019,2014/2015,3,Female + male,Total,The University of Huddersfield,21500,16800,21500,26300
33594,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,c,c,c,c
33595,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,23200,16800,23200,30700
33596,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,25400,20400,25400,31800
33597,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,27600,22600,27600,35000
33598,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,,,,
33599,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,23000,17400,23000,27200
33600,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,23000,19000,23000,29200
33601,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,c,c,c,c
33602,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,c,c,c,c
33603,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,25900,21900,25900,30700
33604,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,23700,17900,23700,28800
33605,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,21200,18600,21200,23400
33606,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,22600,16800,22600,26600
33607,2018/2019,2014/2015,3,Female + male,Total,The University of Hull,22300,16800,22300,27400
33608,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,,,,
33609,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,22600,18600,22600,28500
33610,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,24100,19700,24100,28100
33611,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,28800,23000,28800,34300
33612,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,,,,
33613,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,c,c,c,c
33614,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,24100,19700,24100,31400
33615,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,c,c,c,c
33616,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,c,c,c,c
33617,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,25600,21200,25600,31800
33618,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,23700,19000,23700,36900
33619,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,24100,16400,24100,37200
33620,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,23700,19000,23700,29600
33621,2018/2019,2014/2015,3,Female + male,Total,The University of Keele,23700,19300,23700,28000
33622,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,c,c,c,c
33623,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,22600,16100,22600,31000
33624,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,26300,21200,26300,32800
33625,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,27000,21500,27000,33200
33626,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,,,,
33627,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,c,c,c,c
33628,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,24500,16800,24500,29600
33629,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,c,c,c,c
33630,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,c,c,c,c
33631,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,24800,18600,24800,31000
33632,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,24100,19300,24100,32200
33633,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,23400,14200,23400,32100
33634,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,26600,21900,26600,33200
33635,2018/2019,2014/2015,3,Female + male,Total,The University of Kent,23500,18500,23500,26300
33636,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,c,c,c,c
33637,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,29900,24100,29900,35400
33638,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,28100,22600,28100,36100
33639,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,32100,25600,32100,43400
33640,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,,,,
33641,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,24100,19700,24100,31400
33642,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,24100,19300,24100,30300
33643,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,c,c,c,c
33644,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,24300,19400,24300,27700
33645,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,27400,22600,27400,37400
33646,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,28800,23000,28800,35400
33647,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,22600,18600,22600,29300
33648,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,26300,20800,26300,34300
33649,2018/2019,2014/2015,3,Female + male,Total,The University of Lancaster,23700,19300,23700,29600
33650,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,c,c,c,c
33651,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,28500,21900,28500,36100
33652,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,30300,24700,30300,37600
33653,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,30700,25600,30700,38100
33654,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,,,,
33655,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,26300,20800,26300,35000
33656,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,25900,20800,25900,33600
33657,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,34700,25600,34700,39400
33658,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,33200,23400,33200,46400
33659,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,28800,23700,28800,36500
33660,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,27900,21200,27900,35800
33661,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,25700,20000,25700,38400
33662,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,28500,22300,28500,36100
33663,2018/2019,2014/2015,3,Female + male,Total,The University of Leeds,26300,20400,26300,33600
33664,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,c,c,c,c
33665,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,25200,21200,25200,33200
33666,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,27700,21900,27700,35000
33667,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,31000,24500,31000,39100
33668,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,,,,
33669,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,c,c,c,c
33670,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,26600,20400,26600,32100
33671,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,c,c,c,c
33672,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,36700,32100,36700,42300
33673,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,27400,21800,27400,37600
33674,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,25200,21200,25200,37800
33675,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,24800,23000,24800,29600
33676,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,26600,20000,26600,36900
33677,2018/2019,2014/2015,3,Female + male,Total,The University of Leicester,24100,19000,24100,32100
33678,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,c,c,c,c
33679,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,21200,16800,21200,26600
33680,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,23000,18600,23000,29200
33681,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,26500,20800,26500,33900
33682,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,,,,
33683,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,22600,14600,22600,27700
33684,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,20300,16400,20300,25000
33685,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,c,c,c,c
33686,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,45600,42100,45600,72300
33687,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,24800,19000,24800,33900
33688,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,22600,18200,22600,44900
33689,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,25600,20100,25600,42300
33690,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,21200,16400,21200,26300
33691,2018/2019,2014/2015,3,Female + male,Total,The University of Lincoln,21200,17200,21200,25600
33692,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,c,c,c,c
33693,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,28100,20800,28100,37600
33694,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,28500,23000,28500,36900
33695,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,31200,24500,31200,39400
33696,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,,,,
33697,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,27700,22600,27700,44500
33698,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,26300,21100,26300,36900
33699,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,26300,20100,26300,35800
33700,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,27000,24800,27000,42700
33701,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,30500,23900,30500,39100
33702,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,27700,22600,27700,34300
33703,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,23400,17500,23400,32100
33704,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,28100,21900,28100,37200
33705,2018/2019,2014/2015,3,Female + male,Total,The University of Liverpool,26600,21200,26600,36900
33706,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,c,c,c,c
33707,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,26300,20800,26300,36900
33708,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,29200,23400,29200,40200
33709,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,31800,25600,31800,41600
33710,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,,,,
33711,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,25600,20800,25600,36900
33712,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,26300,20800,26300,33900
33713,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,26300,19300,26300,36600
33714,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,43800,27700,43800,53100
33715,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,31400,25600,31400,37600
33716,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,27400,23000,27400,36100
33717,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,29200,24100,29200,38100
33718,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,29600,23400,29600,38300
33719,2018/2019,2014/2015,3,Female + male,Total,The University of Manchester,28500,22300,28500,36100
33720,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,,,,
33721,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,22300,16100,22300,26600
33722,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,22800,18200,22800,27000
33723,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,23700,17500,23700,28500
33724,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,,,,
33725,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,c,c,c,c
33726,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,19700,13900,19700,24100
33727,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,c,c,c,c
33728,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,31000,22600,31000,36100
33729,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,22300,16400,22300,28100
33730,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,23000,18600,23000,25900
33731,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,c,c,c,c
33732,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,21500,17200,21500,25900
33733,2018/2019,2014/2015,3,Female + male,Total,The University of Northampton,18600,17900,18600,26600
33734,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,c,c,c,c
33735,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,30300,22600,30300,44900
33736,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,33000,25900,33000,47400
33737,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,37600,28800,37600,50400
33738,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,,,,
33739,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,28500,20100,28500,41600
33740,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,31400,20100,31400,43400
33741,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,c,c,c,c
33742,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,32100,17500,32100,46700
33743,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,33600,26300,33600,48200
33744,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,32800,23700,32800,44900
33745,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,36500,29900,36500,51800
33746,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,33900,27000,33900,45600
33747,2018/2019,2014/2015,3,Female + male,Total,The University of Oxford,30700,21500,30700,43100
33748,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,c,c,c,c
33749,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,21500,16800,21500,32100
33750,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,25900,20400,25900,32800
33751,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,27700,21900,27700,33600
33752,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,,,,
33753,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,c,c,c,c
33754,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,26300,20400,26300,32500
33755,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,c,c,c,c
33756,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,c,c,c,c
33757,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,24800,19300,24800,31400
33758,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,24100,18200,24100,31000
33759,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,21000,17900,21000,28500
33760,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,23900,17200,23900,32500
33761,2018/2019,2014/2015,3,Female + male,Total,The University of Portsmouth,23000,19700,23000,27000
33762,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,c,c,c,c
33763,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,27400,21900,27400,34700
33764,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,27700,23400,27700,33900
33765,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,29900,25200,29900,38700
33766,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,,,,
33767,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,c,c,c,c
33768,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,23400,17900,23400,29900
33769,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,c,c,c,c
33770,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,c,c,c,c
33771,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,26600,22300,26600,32100
33772,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,23900,18600,23900,29200
33773,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,,,,
33774,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,24800,21200,24800,33600
33775,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,25400,20100,25400,32200
33776,2018/2019,2014/2015,3,Female + male,Total,The University of Reading,26300,21900,26300,33600
33777,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,c,c,c,c
33778,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,24800,17500,24800,28800
33779,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,27700,20800,27700,32500
33780,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,26100,19300,26100,33400
33781,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,,,,
33782,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,18200,8800,18200,23000
33783,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,21900,16800,21900,27400
33784,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,c,c,c,c
33785,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,c,c,c,c
33786,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,23500,16400,23500,28500
33787,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,21700,10600,21700,27400
33788,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,,,,
33789,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,19000,11000,19000,26200
33790,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,24800,20400,24800,28100
33791,2018/2019,2014/2015,3,Female + male,Total,The University of Salford,22300,17500,22300,27700
33792,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,c,c,c,c
33793,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,26600,21200,26600,34700
33794,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,30100,23700,30100,39200
33795,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,30700,25200,30700,38100
33796,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,,,,
33797,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,25900,20700,25900,39600
33798,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,25600,20800,25600,32800
33799,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,c,c,c,c
33800,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,c,c,c,c
33801,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,29600,23400,29600,36500
33802,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,29900,24800,29900,33600
33803,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,,,,
33804,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,29000,20400,29000,37600
33805,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,28300,21900,28300,34700
33806,2018/2019,2014/2015,3,Female + male,Total,The University of Sheffield,25900,19700,25900,34300
33807,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,c,c,c,c
33808,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,29400,25100,29400,38400
33809,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,30700,23400,30700,38700
33810,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,32500,25900,32500,43100
33811,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,,,,
33812,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,c,c,c,c
33813,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,32400,25000,32400,41200
33814,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,c,c,c,c
33815,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,31400,19300,31400,53300
33816,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,27400,21900,27400,34300
33817,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,27600,21200,27600,35900
33818,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,30700,22500,30700,39600
33819,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,27900,22200,27900,38400
33820,2018/2019,2014/2015,3,Female + male,Total,The University of Southampton,26800,19700,26800,34700
33821,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,c,c,c,c
33822,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,c,c,c,c
33823,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,28100,24700,28100,39100
33824,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,34900,27700,34900,47800
33825,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,,,,
33826,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,c,c,c,c
33827,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,25600,20700,25600,33200
33828,2018/2019,2014/2015,3,Female + male,Total,The University of St Andrews,c,c,c,c
